name,family,clauses,trigger_count,missed_failed_long_count,triggered_rescue_failure_count,route2_win_count,true_long_count,short_risk_count,current_pass_risk_count,missed_failed_long_recall,true_long_precision,short_risk_rate,current_pass_risk_rate,score,decision,stable_folds,fold_missed_failed_long_counts
broad_len24_triggered_ge_1,single,"[[""broad_len24_triggered"", "">="", 1.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_rescue_len_ge_24,single,"[[""broad_len24_rescue_len"", "">="", 24.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_rescue_len_le_24,single,"[[""broad_len24_rescue_len"", ""<="", 24.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_final_source_eq_rescue,single,"[[""broad_len24_final_source"", ""=="", ""rescue""]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_broad_len24_rescue_len_ge_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""broad_len24_rescue_len"", "">="", 24.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_broad_len24_rescue_len_le_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""broad_len24_rescue_len"", ""<="", 24.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_broad_len24_final_source_eq_rescue,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""broad_len24_final_source"", ""=="", ""rescue""]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_broad_len24_selected_len_ge_24,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""broad_len24_selected_len"", "">="", 24.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_triggered_ge_1_AND_broad_len24_selected_len_ge_19,pairwise,"[[""broad_len24_triggered"", "">="", 1.0], [""broad_len24_selected_len"", "">="", 19.0]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
broad_len24_rescue_len_ge_24_AND_broad_len24_final_source_eq_rescue,pairwise,"[[""broad_len24_rescue_len"", "">="", 24.0], [""broad_len24_final_source"", ""=="", ""rescue""]]",73,4,33,6,39,10,1,0.07142857142857142,0.5342465753424658,0.136986301369863,0.0136986301369863,77.13698630136986,reject,3,"[1, 1, 0, 1, 1]"
