candidate_key,row_key,case_index,task_group,length_bucket,candidate_kind,control_label,deployable,canvas_tokens,seed,total_steps,status,passed,reference_middle_tokens_offline_only,candidate_middle_tokens,candidate_full_code_sha256,candidate_middle_sha256,candidate_full_ast_sha256,inverse_renamed_full_code_sha256,inverse_renamed_middle_sha256,inverse_renamed_full_ast_sha256,inverse_rename_tokenize_exact,mean_final_confidence,decode_sec,verification_sec,total_sec_including_probe,wall_sec,compile_passed,tier2_smoke_exec_passed,tier3_unit_tests_passed,error_type,error_message
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,16,0,64,ok,False,18,16,df3d2cf3de0c993c78eabdf4fd9d71d90f2cc7d90e71f96d7bbad018a6b51c95,c0244233d1cadb536f7b0836441f499527b114f3820b4100a9e96a30070e4b7d,f65a2cefac395c31fc8ffa09baed7f3253db3902de326758f9209f198c7de324,160fbfa66111c70274d46a30b0027a537b9c7396e2ff9910b6b5bc82cef1d7ed,5a7fe6976d0d2f8ff788147b01c3e8298940408fec7d11e62e483356c90c7755,5b545b3b23e1de15fa597ac8af470480def60f2ee5ba00f3afc3c04cfcc6cc44,True,1.0,2.164803523104638,0.13627277803607285,2.3010763011407107,2.3101180099183694,True,True,False,UnitTestFailure,failed: name 'phase5_local_0' is not defined
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,16,1,64,ok,False,18,16,df3d2cf3de0c993c78eabdf4fd9d71d90f2cc7d90e71f96d7bbad018a6b51c95,c0244233d1cadb536f7b0836441f499527b114f3820b4100a9e96a30070e4b7d,f65a2cefac395c31fc8ffa09baed7f3253db3902de326758f9209f198c7de324,160fbfa66111c70274d46a30b0027a537b9c7396e2ff9910b6b5bc82cef1d7ed,5a7fe6976d0d2f8ff788147b01c3e8298940408fec7d11e62e483356c90c7755,5b545b3b23e1de15fa597ac8af470480def60f2ee5ba00f3afc3c04cfcc6cc44,True,1.0,2.1428301910636947,0.1164578819880262,2.259288073051721,2.266790298046544,True,True,False,UnitTestFailure,failed: name 'phase5_local_0' is not defined
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,32,0,64,ok,False,18,32,4bfca123fe2492878e9365457ea4f0e07c8108f9d126e66c497ef9cd9f2d8f9b,4614468a64f3afead6567f52d06dab6fbce08cf24713835dc74447442255f028,,dd3e126c29919ee2b1b4472e09238fe7146af29286b2387d8abd52b3dac80034,fa39d296d45c7e846631323684cd4c6ac8863e09abc22f2ab506ac0b1633b816,,True,1.0,2.181827086955309,0.00024396704975515604,2.182071054005064,2.1874889510218054,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 16)"
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,32,1,64,ok,False,18,32,4bfca123fe2492878e9365457ea4f0e07c8108f9d126e66c497ef9cd9f2d8f9b,4614468a64f3afead6567f52d06dab6fbce08cf24713835dc74447442255f028,,dd3e126c29919ee2b1b4472e09238fe7146af29286b2387d8abd52b3dac80034,fa39d296d45c7e846631323684cd4c6ac8863e09abc22f2ab506ac0b1633b816,,True,1.0,2.163068024092354,0.000164853991009295,2.163232878083363,2.16687502595596,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 16)"
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,64,0,64,ok,True,18,64,f4fd2eb3e5ea45fed02d8cfb00942f69268722db24b1fa9a6d99c9a98ff6beaf,e5235d27a9f02d136947880255a9c647f969bf0483cc8b92dd9c9bfec205bd43,3347d6755fc215f6a63834f02a30fdd17ae9fd66b2a1e3bf2e7422b0101f86ad,39b78a79b277f39046fd5f2e0ffc64f5a13a3dd187e66ac72b687f4056ebabc5,510853af047de9601889568ad61ef171f9b748da091028dcd9a43b7e10098eaa,ab328b1f99fc45934fde4ae4015c56bc407102a5db019d7baf09cdd6134b18f0,True,0.9921875,2.18419683794491,0.12003934488166124,2.304236182826571,2.311340462998487,True,True,True,,
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,64,1,64,ok,True,18,64,f4fd2eb3e5ea45fed02d8cfb00942f69268722db24b1fa9a6d99c9a98ff6beaf,e5235d27a9f02d136947880255a9c647f969bf0483cc8b92dd9c9bfec205bd43,3347d6755fc215f6a63834f02a30fdd17ae9fd66b2a1e3bf2e7422b0101f86ad,39b78a79b277f39046fd5f2e0ffc64f5a13a3dd187e66ac72b687f4056ebabc5,510853af047de9601889568ad61ef171f9b748da091028dcd9a43b7e10098eaa,ab328b1f99fc45934fde4ae4015c56bc407102a5db019d7baf09cdd6134b18f0,True,0.9921875,2.1939287710702047,0.12940922984853387,2.3233380009187385,2.3299784529954195,True,True,True,,
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=128|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,128,0,64,ok,False,18,128,c873da7af741e1892a6dc0492439e91494ec8a9c1ad6207688286f866c56b699,ce1d6b5b09553d695545d9830f0b6d4a1c75b10ded4cf6e107f8ee7c49d2a3df,,aaf13cdba8b690521a565562479940d300f610bd517baff391a9177afa621436,8cb363f152daf2febc1b6be1679d175f51293a6444eee1a8e236223f34989507,,False,0.9921875,2.8028000090271235,0.00025775504764169455,2.803057764074765,2.8095940690254793,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 21)"
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|alpha_renamed_auxiliary|canvas=128|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,0,HumanEval/0,long,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,128,1,64,ok,False,18,128,c873da7af741e1892a6dc0492439e91494ec8a9c1ad6207688286f866c56b699,ce1d6b5b09553d695545d9830f0b6d4a1c75b10ded4cf6e107f8ee7c49d2a3df,,aaf13cdba8b690521a565562479940d300f610bd517baff391a9177afa621436,8cb363f152daf2febc1b6be1679d175f51293a6444eee1a8e236223f34989507,,False,0.9921875,2.83007919206284,0.0003673809114843607,2.8304465729743242,2.836852213018574,False,False,False,SyntaxError,"invalid syntax (<unknown>, line 21)"
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|alpha_renamed_auxiliary|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,1,HumanEval/1,extreme,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,16,0,64,ok,False,47,16,80c9a6b3c39e1e223e528fe4b1245fd3500e4d72b49caf32a7bd44d17331ebee,2284e9323727774dee6ebd5c452784531054de9c427e3fa6e83e86785eba20ff,,e57a0816f692311680c07590a9fa5e4e61d529172865b158073214c4186d8f6b,b990e1d97429af8f2b4d3ffcc3e28cae1e665b3bf8a8513fbe71d43b18c8aa6e,,False,0.96484375,2.148974939947948,0.00022529892157763243,2.1492002388695255,2.155072632012889,False,False,False,SyntaxError,"unindent does not match any outer indentation level (<unknown>, line 15)"
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|alpha_renamed_auxiliary|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,1,HumanEval/1,extreme,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,16,1,64,ok,False,47,16,80c9a6b3c39e1e223e528fe4b1245fd3500e4d72b49caf32a7bd44d17331ebee,2284e9323727774dee6ebd5c452784531054de9c427e3fa6e83e86785eba20ff,,e57a0816f692311680c07590a9fa5e4e61d529172865b158073214c4186d8f6b,b990e1d97429af8f2b4d3ffcc3e28cae1e665b3bf8a8513fbe71d43b18c8aa6e,,False,0.96484375,2.1604336430318654,0.00015851494390517473,2.1605921579757705,2.165037675993517,False,False,False,SyntaxError,"unindent does not match any outer indentation level (<unknown>, line 15)"
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|alpha_renamed_auxiliary|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,1,HumanEval/1,extreme,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,32,0,64,ok,False,47,32,6c7946431b4a6fcff71e8c2f5875ab3f60b82f1a9fc8133d2fd9dad24f5d87be,3b00a2332161bafb66383e89a9b559b47a95a71a40be97e691c2941c9c54c9b6,9e3936f3f2c99fea23d70828cc3353e16c6d7edbf0bc570749df1c4cdd1939f3,e71464dbcfcc83015b6b3a5369d00efd52f5db8a317e98463dd819eabf1f004b,7ff9dff09b99549cef9f95f1e5fd5117d1d667618367490711026f665a92fcc6,db62f8bed515a936a3979020256092a82eda9b9aeb7ca5fb80d2882541b8300d,True,0.984375,2.150157035095617,0.14105395402293652,2.2912109891185537,2.298397895996459,True,True,False,UnitTestFailure,failed: local variable 'phase5_local_1' referenced before assignment
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|alpha_renamed_auxiliary|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,1,HumanEval/1,extreme,alpha_renamed_auxiliary,metamorphic_auxiliary_only,False,32,1,64,ok,False,47,32,6c7946431b4a6fcff71e8c2f5875ab3f60b82f1a9fc8133d2fd9dad24f5d87be,3b00a2332161bafb66383e89a9b559b47a95a71a40be97e691c2941c9c54c9b6,9e3936f3f2c99fea23d70828cc3353e16c6d7edbf0bc570749df1c4cdd1939f3,e71464dbcfcc83015b6b3a5369d00efd52f5db8a317e98463dd819eabf1f004b,7ff9dff09b99549cef9f95f1e5fd5117d1d667618367490711026f665a92fcc6,db62f8bed515a936a3979020256092a82eda9b9aeb7ca5fb80d2882541b8300d,True,0.984375,2.170404659002088,0.13932139601092786,2.309726055013016,2.3176333450246602,True,True,False,UnitTestFailure,failed: local variable 'phase5_local_1' referenced before assignment
